title,label,filtered_title,emo_label
Clinton's emotional concession: This is 'painful and will be for a long time',REAL,Clinton 's emotional concession : 'painful long time ',sadness
Blind Mystic Who Predicted 9/11 Has Bad News About Trump,FAKE,Blind Mystic Predicted 9/11 Bad News Trump,fear
Inside Bernie Sanders’s quest to win over Nevada’s Latinos,REAL,Inside Bernie Sanders ’ quest win Nevada ’ Latinos,neutral
Hillary’s #1 aide Huma Abedin: Undeniable ties to terrorists & 9/11 funders,FAKE,Hillary ’ # 1 aide Huma Abedin : Undeniable ties terrorists & 9/11 funders,fear
Private Equity Energy Funds Did So Badly They Might Have to Do the Unthinkable – Pay Clawbacks,FAKE,Private Equity Energy Funds Badly Might Unthinkable – Pay Clawbacks,fear
Rand Paul drops out of White House race,REAL,Rand Paul drops White House race,sadness
Open Thread (NOT U.S. Election) 2016-38,FAKE,Open Thread ( U.S. Election ) 2016-38,neutral
Why many black voters aren't flocking to Bernie Sanders,REAL,many black voters n't flocking Bernie Sanders,neutral
Libertarian Party set to pick nominee at convention,REAL,Libertarian Party set pick nominee convention,neutral
Donald Trump's tough path to the White House,REAL,Donald Trump 's tough path White House,fear
Gavel Battle: Boehner resignation sparks House leadership scramble,REAL,Gavel Battle : Boehner resignation sparks House leadership scramble,fear
UK announces new troop deployment near Russia's borders,FAKE,UK announces new troop deployment near Russia 's borders,neutral
Trump Campaign Says Hillary Supporter Tried Assassinating Trump – It Was A Republican With A Poster,FAKE,Trump Campaign Says Hillary Supporter Tried Assassinating Trump – Republican Poster,anger
"Obama Slams Staples, Big Companies On Health Care: 'Shame On Them'",REAL,"Obama Slams Staples , Big Companies Health Care : 'Shame '",sadness
AP fakes the news,FAKE,AP fakes news,anger
COPS AMBUSHED IN IOWA,FAKE,COPS AMBUSHED IOWA,surprise
Poll: Las Vegas debate doesn't scramble GOP field,REAL,Poll : Las Vegas debate n't scramble GOP field,fear
"As Cruz Crushes Caucuses, GOP Establishment Needs a Drink And A Hug",REAL,"Cruz Crushes Caucuses , GOP Establishment Needs Drink Hug",neutral
Re: Early Voting Results In Key Battleground States Appear To Favor Donald Trump,FAKE,: Early Voting Results Key Battleground States Appear Favor Donald Trump,neutral
Hillary Personally Ordered ‘Donald Duck’ Troll Campaign,FAKE,Hillary Personally Ordered ‘ Donald Duck ’ Troll Campaign,neutral
"In rush to reclaim Yemen, exiled leaders risk fracturing it",REAL,"rush reclaim Yemen , exiled leaders risk fracturing",fear
Clinton charities reportedly will refile tax returns due to foreign donation reporting errors,REAL,Clinton charities reportedly refile tax returns due foreign donation reporting errors,neutral
PSVITA Japan News : Moe Moe World War 3 + Chaos Child Love Chu Chu + Musou Stars,FAKE,PSVITA Japan News : Moe Moe World War 3 + Chaos Child Love Chu Chu + Musou Stars,neutral
The 'Pit' in Mom's Stomach Turns to Anger When She Learns Why Her Son Isn't on the School Bus,FAKE,'Pit ' Mom 's Stomach Turns Anger Learns Son n't School Bus,anger
Supreme Court’s political stench: Why John Roberts will obviously base his Obamacare decision on politics,REAL,Supreme Court ’ political stench : John Roberts obviously base Obamacare decision politics,disgust
Here is Elon Musk’s True Mars On Earth Plan,FAKE,Elon Musk ’ True Mars Earth Plan,neutral
Donald Trump kicks off final campaign day with Fla. rally,FAKE,Donald Trump kicks final campaign day Fla. rally,neutral
A Complete Guide To Early And Absentee Voting,REAL,Complete Guide Early Absentee Voting,neutral
Russia Has Shot From 124th to 40th in 'Ease of Doing Business',FAKE,Russia Shot 124th 40th 'Ease Business ',neutral
The Penalty For Treason Is… [Video],FAKE,Penalty Treason Is… [ Video ],neutral
Reported two-month gap in Clinton emails coincides with escalating Libya violence,REAL,Reported two-month gap Clinton emails coincides escalating Libya violence,anger
Letter to Judge in Bundy Case in Oregon,FAKE,Letter Judge Bundy Case Oregon,neutral
"Koch-backed network aims to spend nearly $1 billion ahead of 2016 elections, may engage in GOP primaries",REAL,"Koch-backed network aims spend nearly $ 1 billion ahead 2016 elections , may engage GOP primaries",neutral
"Syrian Army Enters Metro Damascus Town, Driving Rebels Further Back",FAKE,"Syrian Army Enters Metro Damascus Town , Driving Rebels Back",neutral
Obamacare threatens John Roberts’s dream of a nonpartisan Supreme Court,REAL,Obamacare threatens John Roberts ’ dream nonpartisan Supreme Court,fear
Obama's Trade Agenda Clears Key Senate Hurdle,REAL,Obama 's Trade Agenda Clears Key Senate Hurdle,neutral
"All Governments Lie, The Movie",FAKE,"Governments Lie , Movie",neutral
Fighting ISIS will be a long war,REAL,Fighting ISIS long war,fear
Hillary Clinton’s “Sudden Move” Of $1.8 Billion To Qatar Central Bank Stuns Financial World,FAKE,Hillary Clinton ’ “ Sudden Move ” $ 1.8 Billion Qatar Central Bank Stuns Financial World,fear
"Hillary's 33,000 emails might not be 'missing' after all",FAKE,"Hillary 's 33,000 emails might 'missing '",sadness
Hillary Clinton's worst nightmare: Hint -- it's not Bernie Sanders,REAL,Hillary Clinton 's worst nightmare : Hint -- 's Bernie Sanders,fear
Another Project Veritas Bombshell: Pro-Clinton PAC Accepts Foreign Donations,FAKE,Another Project Veritas Bombshell : Pro-Clinton PAC Accepts Foreign Donations,surprise
Memo to Trump: 'Action This Day!',FAKE,Memo Trump : 'Action Day ! ',neutral
Gerrymandering didn’t make politics this vicious. But vicious politics will soon make gerrymandering so much worse.,REAL,Gerrymandering ’ make politics vicious . vicious politics soon make gerrymandering much worse .,anger
"Guns, terror, and LGBT rights: Orlando shooting raises stakes for next president",REAL,"Guns , terror , LGBT rights : Orlando shooting raises stakes next president",fear
"Barbara Mikulski , the longest serving female senator in history, to retire",REAL,"Barbara Mikulski , longest serving female senator history , retire",sadness
Gowdy and Cummings duke it out over Benghazi,REAL,Gowdy Cummings duke Benghazi,disgust
Conservative watchdog group accuses Democrats of illegally coordinating through voter data firm,REAL,Conservative watchdog group accuses Democrats illegally coordinating voter data firm,anger
"100 Years Ago, 1.5 Million Armenians Were Systematically Killed. Today, It's Still Not A 'Genocide.'",REAL,"100 Years Ago , 1.5 Million Armenians Systematically Killed . Today , 's Still 'Genocide . '",sadness
Millennials Are More Racist Than They Think,REAL,Millennials Racist Think,neutral
"Apple Kindly Offer Full-Time Jobs To Remaining 1,500 Calais Refugee Children",FAKE,"Apple Kindly Offer Full-Time Jobs Remaining 1,500 Calais Refugee Children",neutral
The Mystery Behind The Missing Capstone Of The Great Pyramid!,FAKE,Mystery Behind Missing Capstone Great Pyramid !,fear
"Trump replays Clinton 'woman card,' defends 'pull out' Middle East strategy",REAL,"Trump replays Clinton 'woman card , ' defends 'pull ' Middle East strategy",neutral
Hillary Clinton Maintains Swing State Leads As Comey Email Letter Flops,FAKE,Hillary Clinton Maintains Swing State Leads Comey Email Letter Flops,neutral
The GOP’s establishment candidates begin aiming at each other,REAL,GOP ’ establishment candidates begin aiming,neutral
"""Russia is concentrating"" 2.0: Putin's new policy of ""active defense""",FAKE,`` Russia concentrating '' 2.0 : Putin 's new policy `` active defense '',neutral
Study: More Vitamin B In Mother’s Diet Reduces Risk Of Colon Cancer In Offspring,FAKE,Study : Vitamin B Mother ’ Diet Reduces Risk Colon Cancer Offspring,sadness
Insiders: Clinton still on track to win Iowa and N.H.,REAL,Insiders : Clinton still track win Iowa N.H .,neutral
New poll finds 9 in 10 Native Americans aren’t offended by Redskins name,REAL,New poll finds 9 10 Native Americans ’ offended Redskins name,anger
Comment on Invention Secrecy At All-Time High: Thousands Of Patent Applications Placed Under Secrecy Orders by Physicists Say Consciousness Should Be Considered A State of Matter: The “Non Physical” Is Real – Collective Evolution,FAKE,Comment Invention Secrecy All-Time High : Thousands Patent Applications Placed Secrecy Orders Physicists Say Consciousness Considered State Matter : “ Non Physical ” Real – Collective Evolution,neutral
"The Trump Network sought to make people rich, but left behind disappointment",REAL,"Trump Network sought make people rich , left behind disappointment",sadness
House GOP leaders desperate to avoid shutdown,REAL,House GOP leaders desperate avoid shutdown,fear
Comment on Chicago Tribune: Hillary Clinton should drop her campaign to be POTUS by stevor,FAKE,Comment Chicago Tribune : Hillary Clinton drop campaign POTUS stevor,neutral
Hillary Clinton v Donald Trump in 2016,FAKE,Hillary Clinton v Donald Trump 2016,neutral
"Clinton, Sanders clash over Obama, more at testy debate",REAL,"Clinton , Sanders clash Obama , testy debate",fear
Yemen and YET another “False Flag” to Protect Saudi and US Interests in the Middle East | New Eastern Outlook,FAKE,Yemen YET another “ False Flag ” Protect Saudi US Interests Middle East | New Eastern Outlook,neutral
What is Comey up to and who is he working for?,FAKE,Comey working ?,neutral
"As first voting nears, Trump seems stronger",REAL,"first voting nears , Trump seems stronger",joy
3 reasons the economy boomed in 2015,REAL,3 reasons economy boomed 2015,neutral
Comment on Nomi Prins: Hillary Clinton Will Continue the Big Bank Protection Racket by EndOfTheWorld,FAKE,Comment Nomi Prins : Hillary Clinton Continue Big Bank Protection Racket EndOfTheWorld,anger
Can't say under God at Hilary speech!?!??!??,FAKE,Ca n't say God Hilary speech ! ? ! ? ? ! ? ?,neutral
It’s Rigged! Voters Discover Shocking Mistake On Ballots: Don’t Let This Happen To You!,FAKE,’ Rigged ! Voters Discover Shocking Mistake Ballots : ’ Let Happen !,fear
8 POINTS VANISH IN 4 DAYS,FAKE,8 POINTS VANISH 4 DAYS,neutral
"Donald Trump, Paul Ryan and GOP 'unity.' It's all about the numbers, America",REAL,"Donald Trump , Paul Ryan GOP 'unity . ' 's numbers , America",neutral
Comment on Jury Finds Woman NOT Guilty of ‘Manufacturing Drugs’ Because the Pot She Grew Was Medicine by James Michael,FAKE,Comment Jury Finds Woman Guilty ‘ Manufacturing Drugs ’ Pot Grew Medicine James Michael,disgust
Associated Press reporter admits faking news stories for Hillary Clinton.,FAKE,Associated Press reporter admits faking news stories Hillary Clinton .,disgust
The no-transparency election,REAL,no-transparency election,anger
It’s on: Tensions between Trump and the GOP escalate in public fight,REAL,’ : Tensions Trump GOP escalate public fight,anger
The Pathologization of Dissent,FAKE,Pathologization Dissent,neutral
Hillary Clinton Holds 6-Point Lead Despite FBI Probe [Update],FAKE,Hillary Clinton Holds 6-Point Lead Despite FBI Probe [ Update ],neutral
"If Donald Trump wants to beat Hillary Clinton, he needs to win these 5 states",REAL,"Donald Trump wants beat Hillary Clinton , needs win 5 states",neutral
CLINTON CAMPAIGN CHAIRMAN HAD MULTIPLE DINNERS WITH TOP DOJ OFFICIAL DURING HILLARY'S EMAIL INVESTIGATION,FAKE,CLINTON CAMPAIGN CHAIRMAN MULTIPLE DINNERS TOP DOJ OFFICIAL HILLARY 'S EMAIL INVESTIGATION,neutral
Reid plotting to stay in power,REAL,Reid plotting stay power,neutral
Under the Surface - Naomi Klein and the Great Barrier Reef,FAKE,Surface - Naomi Klein Great Barrier Reef,neutral
"Trump shakes up campaign, prepares to roll out long-awaited ads",REAL,"Trump shakes campaign , prepares roll long-awaited ads",fear
"Election: “Today, a kingdom will be toppled.”",FAKE,"Election : “ Today , kingdom toppled . ”",sadness
Donald Trump Elected 45th President Of The United States,FAKE,Donald Trump Elected 45th President United States,neutral
Unskewing Facebook will take all kinds: Column,REAL,Unskewing Facebook take kinds : Column,neutral
State parties can reduce polarization and improve the political system | Institution,REAL,State parties reduce polarization improve political system | Institution,neutral
Immigration Puzzle Confounds Republican 2016 Field,REAL,Immigration Puzzle Confounds Republican 2016 Field,neutral
"Washington, DC, workers to get 16 weeks paid leave under city hall plan that taxes businesses",REAL,"Washington , DC , workers get 16 weeks paid leave city hall plan taxes businesses",joy
House Committee Votes To Remind Congress Its Job Is To Authorize Wars,REAL,House Committee Votes Remind Congress Job Authorize Wars,neutral
Jeb Bush Weighs In On Same-Sex Marriage,REAL,Jeb Bush Weighs Same-Sex Marriage,sadness
Insiders: Trump and Clinton will carry Iowa,REAL,Insiders : Trump Clinton carry Iowa,neutral
New RNC Ad Campaign Reminds Voters Obamacare Was Originally 'Hillarycare',FAKE,New RNC Ad Campaign Reminds Voters Obamacare Originally 'Hillarycare ',neutral
"Comment on 5 Corporations Own The U.S. Media – We’ve Been Conditioned How To Think, What To Think, And What To Do by You’re Being Fooled: The Problem With ‘Alternative’ News Websites – Collective Evolution",FAKE,"Comment 5 Corporations U.S. Media – ’ Conditioned Think , Think , ’ Fooled : Problem ‘ Alternative ’ News Websites – Collective Evolution",neutral
Black and a member of the 1% elite,FAKE,Black member 1 % elite,neutral
No Proof Russia Hacked Hillary's E-mail,FAKE,Proof Russia Hacked Hillary 's E-mail,anger
It’s Over For Hillary After People See What She Snuck In Her Online Post,FAKE,’ Hillary People See Snuck Online Post,disgust
"Core Wounds, Soul Family Reunions, and Time Glitches [AUDIO]",FAKE,"Core Wounds , Soul Family Reunions , Time Glitches [ AUDIO ]",sadness
Christie launches PAC in significant step toward White House run,REAL,Christie launches PAC significant step toward White House run,neutral
Is it possible that Saudi King be tried in US courts by JASTA Law?,FAKE,possible Saudi King tried US courts JASTA Law ?,neutral
Hillary Clinton had an amazing night — and not just because of her victories,REAL,Hillary Clinton amazing night — victories,surprise
"Election 2015 Highlights: Who Won, Who Lost?",REAL,"Election 2015 Highlights : , Lost ?",sadness
ICE spends millions flying illegal immigrant children across US,REAL,ICE spends millions flying illegal immigrant children across US,neutral
2017 Stock Market Crash? Eric Dubin on Markets and the Election Shocker,FAKE,2017 Stock Market Crash ? Eric Dubin Markets Election Shocker,fear
US-led airstrike kills at least 30 Afghan civilians,FAKE,US-led airstrike kills least 30 Afghan civilians,anger
US ‘Laying Groundwork’ For Raqqa Offensive In Syria,FAKE,US ‘ Laying Groundwork ’ Raqqa Offensive Syria,fear
Is Something Wrong With Hillary? Will NOT Concede Tonight – Refuses To Speak To Crowd – Health Episode?,FAKE,Something Wrong Hillary ? Concede Tonight – Refuses Speak Crowd – Health Episode ?,sadness
30 Civilians Die In US Airstrike Called ‘To Protect US and Afghan troops’,FAKE,30 Civilians Die US Airstrike Called ‘ Protect US Afghan troops ’,sadness
"Sanders sweeps in Alaska, Hawaii, Washington, but too little too late?",REAL,"Sanders sweeps Alaska , Hawaii , Washington , little late ?",neutral
The Glorious New PC NFL Starts Next Monday!,FAKE,Glorious New PC NFL Starts Next Monday !,joy
GOP searches for Obamacare fix,REAL,GOP searches Obamacare fix,neutral
How Grey are the White Helmets and Their Backers?,FAKE,Grey White Helmets Backers ?,neutral
"Flint, Michigan: Neglected because city is black, poor?",REAL,"Flint , Michigan : Neglected city black , poor ?",neutral
Malala Announced That She Plans To Become Prime Minister Of Pakistan,FAKE,Malala Announced Plans Become Prime Minister Pakistan,joy
A Mr. Clark Kent arrested for public phone box indecency. More soon.,FAKE,Mr. Clark Kent arrested public phone box indecency . soon .,neutral
"Sanders, Clinton talk immigration, battle for Hispanic vote before big California primary",REAL,"Sanders , Clinton talk immigration , battle Hispanic vote big California primary",neutral
Jesse Matthew charged in Hannah Graham slaying,REAL,Jesse Matthew charged Hannah Graham slaying,anger
Judge Blocks President Obama's Immigration Order,REAL,Judge Blocks President Obama 's Immigration Order,neutral
Another Trump Surrogate Admits Trump Won’t Build That Effing Wall (VIDEO),FAKE,Another Trump Surrogate Admits Trump ’ Build Effing Wall ( VIDEO ),disgust
"Whether Clinton or Trump, Tensions Will Escalate with China and Russia Under Next U.S. President",FAKE,"Whether Clinton Trump , Tensions Escalate China Russia Next U.S. President",neutral
Trump names three apparent vice-presidential possibilities on Twitter,REAL,Trump names three apparent vice-presidential possibilities Twitter,neutral
Google appoints Vice-President | Katehon think tank. Geopolitics & Tradition,FAKE,Google appoints Vice-President | Katehon think tank . Geopolitics & Tradition,neutral
The accidental case against Obamacare,REAL,accidental case Obamacare,neutral
"ISIS Empire: Smuggling, shakedowns, donations feed swelling terror budget",REAL,"ISIS Empire : Smuggling , shakedowns , donations feed swelling terror budget",fear
Cruz wins CPAC presidential straw poll,REAL,Cruz wins CPAC presidential straw poll,neutral
"Hawaii’s $205M ObamaCare system on life support, critics fear ‘complete waste’",REAL,"Hawaii ’ $ 205M ObamaCare system life support , critics fear ‘ complete waste ’",fear
"Biden Blames “Lazy American Women” For The Economy: “They Sit Around Doing Nothing, Only Hillary Can Force Them To Work”",FAKE,"Biden Blames “ Lazy American Women ” Economy : “ Sit Around Nothing , Hillary Force Work ”",neutral
North Dakota Pipeline: Cell Service Blacked Out As Violence Against Protesters Increases,FAKE,North Dakota Pipeline : Cell Service Blacked Violence Protesters Increases,anger
"Break the Silence or Support Self-Determination? In Syria, the Answer Should be Obvious",FAKE,"Break Silence Support Self-Determination ? Syria , Answer Obvious",neutral
Walmart Boosts Minimum Wage to $9/Hour,REAL,Walmart Boosts Minimum Wage $ 9/Hour,neutral
Trump is The Lesser Evil Because Hes Such a Narcissist      :,FAKE,Trump Lesser Evil Hes Narcissist :,disgust
Clinton Campaign Circulated Paul Ryan Relative as Possible Supreme Court Pick,FAKE,Clinton Campaign Circulated Paul Ryan Relative Possible Supreme Court Pick,neutral
WikiLeaks Bombshell: ‘There Is No US Election’,FAKE,WikiLeaks Bombshell : ‘ US Election ’,fear
Exposed: Stunning CNN Super Damage Control In Response To “Damning” Videos (VIDEO),FAKE,Exposed : Stunning CNN Super Damage Control Response “ Damning ” Videos ( VIDEO ),disgust
Did Gary Johnson Just Get Boxed Out of the Debates?,REAL,Gary Johnson Get Boxed Debates ?,neutral
Trump campaign woes intensify amid questions over Melania's visa – as it happened,REAL,Trump campaign woes intensify amid questions Melania 's visa – happened,sadness
"Unbrexit! Parliament must vote on triggering article 50: the 9 funniest, most ironic reactions",FAKE,"Unbrexit ! Parliament must vote triggering article 50 : 9 funniest , ironic reactions",joy
Allen West Reveals How Obama’s Pentagon Just Destroyed Recruiting Efforts for Decades,FAKE,Allen West Reveals Obama ’ Pentagon Destroyed Recruiting Efforts Decades,anger
UPLIFTING: Anaheim Ducks Honor Bomb Detection K9 During ‘Military Appreciation Night’,FAKE,UPLIFTING : Anaheim Ducks Honor Bomb Detection K9 ‘ Military Appreciation Night ’,neutral
Comment on An ex-police Sergent tells how and why you should fight ALL speeding fines by Sinead,FAKE,Comment ex-police Sergent tells fight speeding fines Sinead,neutral
"After Trump’s Super Tuesday romp, GOP establishment seeks unity to slow surge",REAL,"Trump ’ Super Tuesday romp , GOP establishment seeks unity slow surge",joy
"74 children executed by ISIS for 'crimes' that include refusal to fast, report says",REAL,"74 children executed ISIS 'crimes ' include refusal fast , report says",anger
"On Capitol Hill, deep skepticism persists as lawmakers react to Iran deal",REAL,"Capitol Hill , deep skepticism persists lawmakers react Iran deal",fear
"Heart disease kills way more people than war, murder, and traffic accidents combined",REAL,"Heart disease kills way people war , murder , traffic accidents combined",sadness
DOJ Tried Repeatedly To Kill FBI’s Clinton Foundation Investigation,FAKE,DOJ Tried Repeatedly Kill FBI ’ Clinton Foundation Investigation,fear
"#MemeOfTheWeek: The Strange, Sad Case Of #FeelTheChafe",REAL,"# MemeOfTheWeek : Strange , Sad Case # FeelTheChafe",fear
Donald Trump to Ben Carson: You’re Fired… From My VP Team,REAL,Donald Trump Ben Carson : ’ Fired… VP Team,sadness
"Christie Lost Republicans The 2012 Election. He May Be Losing Them The 2016 Election, Too.",FAKE,"Christie Lost Republicans 2012 Election . May Losing 2016 Election , .",sadness
ObamaCare: Things Fall Apart,FAKE,ObamaCare : Things Fall Apart,sadness
There’s a good reason protesters at the University of Missouri didn’t want the media around,REAL,’ good reason protesters University Missouri ’ want media around,anger
"I'm Not Voting ""For"" Donald Trump. I'm Voting To Stop The Clintons From Consolidating Power.",FAKE,'m Voting `` '' Donald Trump . 'm Voting Stop Clintons Consolidating Power .,neutral
"As fixes for Obamacare begin, meet the hopelessly confusing ‘all-payer model’",FAKE,"fixes Obamacare begin , meet hopelessly confusing ‘ all-payer model ’",sadness
Iran nuclear deal: why White House rules foreign policy,REAL,Iran nuclear deal : White House rules foreign policy,neutral
Russia Tests Stealth Hypersonic Nuke Capable of Wiping Texas or France,FAKE,Russia Tests Stealth Hypersonic Nuke Capable Wiping Texas France,neutral
Russia's countersanctions for Syria will hit the West below the belt,FAKE,Russia 's countersanctions Syria hit West belt,anger
Will James Comey Change the Outcome of the Election?,FAKE,James Comey Change Outcome Election ?,surprise
"Slavic Brotherhood 2016: Russia, Serbia & Belarus hold joint military drills",FAKE,"Slavic Brotherhood 2016 : Russia , Serbia & Belarus hold joint military drills",joy
Obama Argues Against Goverment Shutdown Over Planned Parenthood,REAL,Obama Argues Goverment Shutdown Planned Parenthood,neutral
9/11 Firefighters Reveal Bombs Destroyed WTC lobby,FAKE,9/11 Firefighters Reveal Bombs Destroyed WTC lobby,fear
Is the Supreme Court Too Powerful? - Room for Debate - NYTimes.com,REAL,Supreme Court Powerful ? - Room Debate - NYTimes.com,neutral
THE CLINTON/VATICAN/TEHRAN AXIS,FAKE,CLINTON/VATICAN/TEHRAN AXIS,neutral
House votes to block Obama’s immigration actions — but exposes new GOP divisions,REAL,House votes block Obama ’ immigration actions — exposes new GOP divisions,fear
"Clinton takes four states, giving a big boost to her delegate total",REAL,"Clinton takes four states , giving big boost delegate total",neutral
"This man wants to become president, pass one law, and resign",REAL,"man wants become president , pass one law , resign",sadness
GOD Has Chosen Trump,FAKE,GOD Chosen Trump,neutral
Indian princess watches over rare paleontological remains,FAKE,Indian princess watches rare paleontological remains,neutral
Colin is looking for a songwriting partner,FAKE,Colin looking songwriting partner,neutral
Did Trump go too far?,REAL,Trump go far ?,neutral
Die Hard 3 Predicts Hillary Clinton To be President,FAKE,Die Hard 3 Predicts Hillary Clinton President,neutral
Behind the Biden hype,REAL,Behind Biden hype,neutral
Primary election: What to watch on Super Tuesday 2,REAL,Primary election : watch Super Tuesday 2,neutral
Soy should not be consumed in significant quantities unless it has been fermented or otherwise traditionally processed; industrially processed soy should be avoided,FAKE,Soy consumed significant quantities unless fermented otherwise traditionally processed ; industrially processed soy avoided,sadness
Kim Davis's right to religious liberty has been grossly violated,REAL,Kim Davis 's right religious liberty grossly violated,anger
"As Rubio stumbles, race for second place tightens in New Hampshire (+video)",REAL,"Rubio stumbles , race second place tightens New Hampshire ( +video )",sadness
Crooked Hillary Campaign Used A Green Screen At Today’s Low Turnout Rally In Coconut Creek FL,FAKE,Crooked Hillary Campaign Used Green Screen Today ’ Low Turnout Rally Coconut Creek FL,neutral
Get Ready For Civil Unrest: Most Americans Are Concerned About Election Violence,FAKE,Get Ready Civil Unrest : Americans Concerned Election Violence,fear
How to Build a Prepper’s Medical Emergency Kit on a Budget,FAKE,Build Prepper ’ Medical Emergency Kit Budget,neutral
Sometimes Bill and Hillary Clinton Have the Worst Judgment - Wikileaks,FAKE,Sometimes Bill Hillary Clinton Worst Judgment - Wikileaks,disgust
Evangelicals Sing a New Tune on Trump: 'Meeting May Be a Tipping Point',REAL,Evangelicals Sing New Tune Trump : 'Meeting May Tipping Point ',neutral
"This is how Ted Cruz wins: Why the formerly unthinkable could really, actually happen",REAL,"Ted Cruz wins : formerly unthinkable could really , actually happen",surprise
Disgraced Hedge Fund Manager Focuses on Aiding Veterans,FAKE,Disgraced Hedge Fund Manager Focuses Aiding Veterans,anger
Evidence Reveals Possible Link Between Voting Machines And Clinton Foundation,FAKE,Evidence Reveals Possible Link Voting Machines Clinton Foundation,neutral
Macy's is the latest to cut ties with Donald Trump,REAL,Macy 's latest cut ties Donald Trump,sadness
Globalization Expressway to Universal Slavery,FAKE,Globalization Expressway Universal Slavery,neutral
The Awkward Arranged Marriage of Trump and Pence,REAL,Awkward Arranged Marriage Trump Pence,disgust
Now Malaysia Dumps US for Chinese Naval Vessels,FAKE,Malaysia Dumps US Chinese Naval Vessels,neutral
New NASA Footage Films UFO Flying Past,FAKE,New NASA Footage Films UFO Flying Past,fear
On Being Aloof and Democratic,FAKE,Aloof Democratic,disgust
Ballot stuffing by fat obese feminazis,FAKE,Ballot stuffing fat obese feminazis,neutral
What advantages does Marco Rubio have?,REAL,advantages Marco Rubio ?,neutral
Video: We Now Have Proof Obamacare Was Designed to Fail… and Here’s Why,FAKE,Video : Proof Obamacare Designed Fail… ’,neutral
"Post-ABC poll finds tight presidential race, with mixed reaction to FBI’s review of Clinton’s emails",REAL,"Post-ABC poll finds tight presidential race , mixed reaction FBI ’ review Clinton ’ emails",neutral
The GOP still has nothing to show for its anti-Planned Parenthood campaign,REAL,GOP still nothing show anti-Planned Parenthood campaign,anger
Warning or threat? Hillary hints at second civil war if Trump wins,FAKE,Warning threat ? Hillary hints second civil war Trump wins,fear
"Looking To 2015, Economists See 5 Reasons To Celebrate",REAL,"Looking 2015 , Economists See 5 Reasons Celebrate",joy
Project Veritas Reveals Who Was REALLY Behind Romney’s 47% Video,FAKE,Project Veritas Reveals REALLY Behind Romney ’ 47 % Video,neutral
Rick Perry drops out of 2016 presidential race,REAL,Rick Perry drops 2016 presidential race,sadness
"'Basket of deplorables': For once, Hillary told the truth about what she really thinks",REAL,"'Basket deplorables ' : , Hillary told truth really thinks",neutral
Clinton campaign scrambles to defend Rust Belt against Trump,REAL,Clinton campaign scrambles defend Rust Belt Trump,fear
Clinton Emails Linked To Political Pedophile Sex Ring – FBI Insider | EndingFed News Network,FAKE,Clinton Emails Linked Political Pedophile Sex Ring – FBI Insider | EndingFed News Network,sadness
How this WWII airman is helping veterans heal with the help of 4-legged friends,FAKE,WWII airman helping veterans heal help 4-legged friends,neutral
Life: Lucky Break: This Teen Boy Just Got Another 4 Years To Plan His Viral Coming-Out Video,FAKE,Life : Lucky Break : Teen Boy Got Another 4 Years Plan Viral Coming-Out Video,joy
Paul Ryan Must Step Down as Speaker of the House,FAKE,Paul Ryan Must Step Speaker House,neutral
Eric Holder bids farewell to Justice Department,REAL,Eric Holder bids farewell Justice Department,sadness
The Homo Economicus Straw Man,FAKE,Homo Economicus Straw Man,neutral
Huckabee Appearing at Trump Event in Iowa,REAL,Huckabee Appearing Trump Event Iowa,neutral
David Fry Released From Jail,FAKE,David Fry Released Jail,neutral
Why Sen. Mitch McConnell won’t budge on the Supreme Court nomination,REAL,Sen. Mitch McConnell ’ budge Supreme Court nomination,neutral
"Sorry Gov. Kasich, ‘Electability’ Is Bunk",REAL,"Sorry Gov . Kasich , ‘ Electability ’ Bunk",sadness
"For 2016, Hillary Clinton has commanding lead over Democrats, GOP race wide open",REAL,"2016 , Hillary Clinton commanding lead Democrats , GOP race wide open",joy
Surprise! Donald Trump is wrong about immigrants and crime.,REAL,Surprise ! Donald Trump wrong immigrants crime .,anger
The State Department hasn’t been authorized in 13 years,REAL,State Department ’ authorized 13 years,neutral
Will Wednesday’s GOP debate move the discourse from flash to substance?,REAL,Wednesday ’ GOP debate move discourse flash substance ?,neutral
Carson threatens to leave Republican Party,REAL,Carson threatens leave Republican Party,fear
Mass shootings appear to be spiraling out of control. Are they? (+video),REAL,Mass shootings appear spiraling control . ? ( +video ),surprise
Is Hillary Clinton too big to indict? (+video),REAL,Hillary Clinton big indict ? ( +video ),neutral
"‘Go Back to Where You Claim Home,’ Kansas Lawmaker Tells Protester",FAKE,"‘ Go Back Claim Home , ’ Kansas Lawmaker Tells Protester",neutral
Sufism in the Service of Empire: the Case of the Maryamiyyah,FAKE,Sufism Service Empire : Case Maryamiyyah,neutral
US Secret Service Struggles To Find Recruits Who Haven’t Used Adderall,FAKE,US Secret Service Struggles Find Recruits ’ Used Adderall,sadness
Hallowe'en - The Day of the Aos Si,FAKE,Hallowe'en - Day Aos Si,neutral
C праздником ребята и спасибо вам!,FAKE,C праздником ребята и спасибо вам !,neutral
McConnell: No lame duck confirmation,REAL,McConnell : lame duck confirmation,neutral
"UK Interested in Strong Energy Sector, Stable Int'l Market - Ex-Minister",FAKE,"UK Interested Strong Energy Sector , Stable Int ' l Market - Ex-Minister",sadness
"In West Baltimore, some residents see rioting as a rational response to daily despair",REAL,"West Baltimore , residents see rioting rational response daily despair",fear
